,Daily_Return
1997-07-23,0.011679599558227099
1997-07-24,-0.001650246533747473
1997-07-25,-0.0030819506589604977
1997-07-28,0.007603395714109407
1997-07-29,-0.0010658245455254828
1997-07-30,0.003776269104073161
1997-07-31,0.0013719979871261827
1997-08-01,0.005895670842425302
1997-08-04,-0.002348171905105237
1997-08-05,0.004436468364645149
1997-08-06,-0.002739383456651002
1997-08-07,0.003291121960981999
1997-08-08,-0.0005659359388345101
1997-08-11,-0.000314363947656198
1997-08-12,0.006250687775546504
1997-08-13,0.014426050520508719
1997-08-14,-0.003017673803639845
1997-08-15,-0.0020565815519989774
1997-08-18,0.0066004156016247
1997-08-19,-0.0021380612697353813
1997-08-20,0.004697715608880248
1997-08-21,-0.0011357424825617969
1997-08-22,-0.0011678704428609902
1997-08-25,0.0030745843786597034
1997-08-26,0.001398707627849884
1997-08-27,0.0045450830603008295
1997-08-28,-0.002610172453406701
1997-08-29,-0.0034846074992929644
1997-09-02,0.001621030472074405
1997-09-03,0.003968768236846138
1997-09-04,0.0035386233140356645
1997-09-05,0.003830237123523982
1997-09-08,0.003399826794375331
1997-09-09,0.006875605812196995
1997-09-10,-0.001169003665243243
1997-09-11,0.01161137127862329
1997-09-12,0.0017627254266276023
1997-09-15,0.005264697582872088
1997-09-16,0.0062644553126903245
1997-09-17,-0.005720391204963866
1997-09-18,0.0008685185895946531
1997-09-19,-0.0007256876122633552
1997-09-22,0.005702158363853849
1997-09-23,0.005688919917446917
1997-09-24,0.0033174098131322017
1997-09-25,0.0014935341898019436
1997-09-26,0.004201587546815919
1997-09-29,-0.002954244431635254
1997-09-30,0.004570976666921812
1997-10-01,0.0037092640315296486
1997-10-02,-0.0028133300625349943
1997-10-03,-0.0011753569381752296
1997-10-06,0.004192680385236474
1997-10-07,-0.0020654420649492103
1997-10-08,0.005534643011974933
1997-10-09,0.0034134631650277365
1997-10-10,-0.0026108714527168504
1997-10-13,0.0030122223438873224
1997-10-14,0.002382243899065381
1997-10-15,0.001126968109779864
1997-10-16,0.008813314073514078
1997-10-17,-0.002466956680997259
1997-10-20,0.0005662098183913474
1997-10-21,0.0009501805560451008
1997-10-22,0.013094359861900518
1997-10-23,-0.0006288071674697081
1997-10-24,0.0022074374013598794
1997-10-27,0.00040239317098834113
1997-10-28,0.013742309344017281
1997-10-29,0.005715655919463256
1997-10-30,0.001409726142268679
1997-10-31,7.776348996644855e-05
1997-11-03,-0.00015067286556952737
1997-11-04,-0.002901376972224788
1997-11-05,0.005941893283547183
1997-11-06,0.010981964680815982
1997-11-07,0.002030282172484045
