,Return
2024-07-29,0.006966926214923674
2024-07-30,-6.525003270352325e-05
2024-07-31,-0.0065759703783648815
2024-08-01,-0.029878303680435092
2024-08-02,-0.040925620217501124
2024-08-05,0.023086644478188312
2024-08-06,0.007047282049676529
2024-08-07,-0.012655080355038484
2024-08-08,0.0075064432749873955
2024-08-09,-0.007287582811062676
2024-08-12,0.004139984589068391
2024-08-13,0.016960861488124923
2024-08-14,0.0018276327640684986
2024-08-15,-4.597026831865136e-06
2024-08-16,0.011051794721964159
2024-08-19,0.00735416746556683
2024-08-20,0.01570980458042337
2024-08-21,0.009493349591697564
2024-08-22,0.014028999657687669
2024-08-23,0.006621426429084698
2024-08-26,-0.004396332754887378
2024-08-27,-0.012041161254623955
2024-08-28,0.0112957587068514
2024-08-29,0.0052947635981714924
2024-08-30,-0.001047404606400959
2024-09-03,-0.007070345058092675
2024-09-04,-0.00792081450053328
2024-09-05,0.012900109239422308
2024-09-06,0.002228322130938265
2024-09-09,-0.0008274106816104077
2024-09-10,-0.013221196510847188
2024-09-11,0.013836793916102597
2024-09-12,0.008842164789414797
2024-09-13,0.008557165461787974
2024-09-16,0.004207493572284671
2024-09-17,-0.009275850082242076
2024-09-18,0.00279416348956274
2024-09-19,-0.002755538092655496
2024-09-20,0.005531044418948694
2024-09-23,0.004181023423940333
2024-09-24,-0.01507241802891568
2024-09-25,0.001604222039647496
2024-09-26,0.008025714609032564
2024-09-27,-0.0004967748691614426
2024-09-30,-0.005824732334491878
2024-10-01,-0.00536517854009555
2024-10-02,2.142711679287146e-05
2024-10-03,-0.004122603250314882
2024-10-04,-0.004589456567357431
2024-10-07,0.002503011010450251
2024-10-08,0.0030616904772466924
2024-10-09,0.005697511643977027
2024-10-10,0.002932745610899179
2024-10-11,0.00553465130000208
2024-10-14,-0.008098445742143134
2024-10-15,-0.004972072372382952
2024-10-16,-0.006819184388257016
2024-10-17,0.0017360579136629362
2024-10-18,-0.007578555146313448
2024-10-21,-0.005456577301027887
2024-10-22,0.00435921777656656
2024-10-23,-0.002696667075389736
2024-10-24,-0.00021382662374669348
2024-10-25,0.0006745880301108897
2024-10-28,0.0009590419374694292
2024-10-29,0.0028129066162965177
2024-10-30,-0.026314060684428986
2024-10-31,0.007566429698270261
2024-11-01,0.0008735063922380437
2024-11-04,0.0022406921686313197
2024-11-05,0.02284106224642457
2024-11-06,0.011371054523176882
2024-11-07,0.006689106709500958
2024-11-08,0.005290752991733871
2024-11-11,-0.00036741321912103775
2024-11-12,-0.014170138181097358
2024-11-13,-0.010052454803131328
2024-11-14,-0.022302234088687256
2024-11-15,-0.005593226114575023
2024-11-18,-0.004119434599066607
2024-11-19,0.003746006732573859
2024-11-20,0.005390744241606793
2024-11-21,-0.0027011209241032397
2024-11-22,0.0027091710567515026
2024-11-25,-0.00837526879798478
2024-11-26,0.007690563291700592
2024-11-27,0.0003954022114702749
2024-11-29,-0.001171905567718401
2024-12-02,0.007484144963620487
2024-12-03,-0.014228281591227687
2024-12-04,0.004459974824457147
2024-12-05,-0.007898528533122784
2024-12-06,-0.0016646542696646671
2024-12-09,-0.011270621255479507
2024-12-10,0.001967264515005951
2024-12-11,0.0004917277412896937
2024-12-12,-0.015174783679039683
2024-12-13,0.0020483465060916473
2024-12-16,-0.008022000158437681
2024-12-17,-0.0037412281991731078
2024-12-18,-0.024589610892409963
2024-12-19,4.7850310821218045e-05
2024-12-20,0.0006182310069271502
2024-12-23,0.013810270002331038
2024-12-24,0.004471968403783277
2024-12-26,0.0002380708349780658
2024-12-27,-0.022169896071496775
2024-12-30,0.011579653884672636
2024-12-31,-0.013036636962101444
2025-01-02,-0.0010650076369119743
2025-01-03,0.012408391138301278
2025-01-06,0.006565959089946061
2025-01-07,-0.013400506697863412
2025-01-08,-0.008299518749255497
2025-01-10,-0.018589264218319523
2025-01-13,0.00893540914399038
2025-01-14,0.018725635720450162
2025-01-15,-0.00787254159029982
2025-01-16,0.018834616389060033
2025-01-17,0.01749100382235258
2025-01-21,0.006396664641625804
2025-01-22,-0.004016016310089077
2025-01-23,-0.005771885740819438
2025-01-24,0.0038174058374707
2025-01-27,5.199936397404237e-05
2025-01-28,0.028042720236255647
2025-01-29,0.010155144310510344
2025-01-30,0.01658921862828433
2025-01-31,-0.021711226639453574
2025-02-03,0.010416767647598801
2025-02-04,0.0016576137324788576
2025-02-05,-0.0026936201234122326
2025-02-06,-0.004387086145560715
2025-02-07,-0.0022954704987458996
2025-02-10,-0.0030699888168211897
2025-02-11,-0.0006043698676203579
2025-02-12,0.011904756622204138
2025-02-13,-0.0014252286165529204
2025-02-14,-0.009323455989387441
2025-02-18,-0.0024510620288806795
2025-02-19,-0.00618682835218165
2025-02-20,-0.009620120934852538
2025-02-21,-0.03945296162074363
2025-02-24,-0.03186478136908022
2025-02-25,0.04862456733342957
2025-02-26,0.0026506748916428347
2025-02-27,-0.000607392110756777
2025-02-28,0.012321415290138082
2025-03-03,-0.061264592349073554
2025-03-04,0.0129814673282167
2025-03-05,-0.001718800603495052
2025-03-06,0.006821534869202672
2025-03-07,0.0009403503467810825
2025-03-10,-0.0017309839186189224
2025-03-11,0.009340136976812685
2025-03-12,0.008485715778911329
2025-03-13,0.0025886258939178397
2025-03-14,0.014210694071252306
2025-03-17,-0.001043329455433173
2025-03-18,-0.004710963848696514
2025-03-19,0.010600369623959605
2025-03-20,-0.02003441601296474
2025-03-21,0.026984506701554833
2025-03-24,0.00041721736853883584
2025-03-25,0.0026271102538784064
2025-03-26,0.0004486616553174283
2025-03-27,-0.008606323328070764
2025-03-28,-0.01468292350865752
2025-03-31,0.006790055938678652
2025-04-01,0.0024334506856067417
2025-04-02,-0.010564184220865802
2025-04-03,-0.08677989204374115
2025-04-04,-0.019726674994288818
2025-04-07,0.031623868812364675
2025-04-08,-0.041309556334851116
2025-04-09,0.041470503970962413
2025-04-10,-0.01540322158303975
2025-04-11,0.053925093397259705
2025-04-14,0.00033369651887493745
2025-04-15,0.0014263557615685762
2025-04-16,-0.011138574820397262
2025-04-17,-0.03570918564499326
2025-04-21,0.005051743142819198
2025-04-22,0.03485017456479644
2025-04-23,-0.01813755636797476
2025-04-24,-0.019733836572251584
2025-04-25,0.013352961948147168
2025-04-28,0.0026574760650164286
2025-04-29,0.006533434141712702
2025-04-30,0.02094716007105446
2025-05-01,-0.004930189834180143
2025-05-02,-0.0039082870781455
2025-05-05,0.01012348532855012
2025-05-06,0.0025154581732358405
2025-05-07,0.008822898917821176
2025-05-08,-0.00018942755209583328
2025-05-09,-0.0004822747720576448
2025-05-12,-0.01503111449772121
2025-05-13,-0.0021854393921197923
2025-05-14,0.013563480320216037
2025-05-15,0.01798449467207064
2025-05-16,0.02011516486477416
2025-05-19,0.004660659686647195
